Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
UKR,United Kingdom,2022,,50,?,AIM-120C AMRAAM,BVRAAM,50,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for NASAMS SAM systems,0.24,12,12
UKR,United Kingdom,2022,,2,?,ARTHUR,artillery locating radar,2,?,2022,Second hand,Second-hand; part of GBP300 m aid after 2022 Russian invasion of Ukraine,1.6,3.2,3.2
UKR,United Kingdom,2022,?,32,,AS-90B Mallet 155mm,self-propelled gun,32,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.8,25.6,25.6
UKR,United Kingdom,2023,,400,?,ASRAAM,BVRAAM,300,?,2022; 2023,Second hand,Second-hand; for use as SAM,0.07,28.8,21.6
UKR,United Kingdom,2022,,90,?,Brimstone,ASM,90,?,2022,New,Maritime Brimstone version; aid after 2022 Russian invasion of Ukraine,0.15,13.5,13.5
UKR,United Kingdom,2022,,800,?,Brimstone,ASM,800,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for use from land-based launchers,0.06,48,48
UKR,United Kingdom,2022,,50,?,Brimstone-2,ASM,50,?,2022,New,Aid after 2022 Russian invasion of Ukraine,0.2,10,10
UKR,United Kingdom,2023,,10,,Bronco,APC,10,,2023,Second hand,Second-hand; financed by German aid; Warthog ambulance version,0.12,1.2,1.2
UKR,United Kingdom,2023,,20,,BvS-10,APC,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,2,0
UKR,United Kingdom,2022,?,2,?,Challenger ARRV,ARV,2,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; delivery planned 2023,0.9,1.8,1.8
UKR,United Kingdom,2022,?,14,,Challenger-2,tank,14,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.7,23.8,23.8
UKR,United Kingdom,2022,,60,?,Cougar,APC,60,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Mastiff and Wolfhound versions,0.14,8.4,8.4
UKR,United Kingdom,2022,?,100,?,FV-432,APC,100,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.12,12,12
UKR,United Kingdom,2022,,33,?,FV-432,APC,33,?,2023,Second hand,Second-hand; financed with private donations,0.12,3.96,3.96
UKR,United Kingdom,2022,,820,?,GMLRS,guided rocket,820,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.03,26.24,26.24
UKR,United Kingdom,2022,,200,?,FGM-148 Javelin,anti-tank missile,200,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.01,2.4,2.4
UKR,United Kingdom,2022,,60,?,L-118 105mm,towed gun,60,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; L-119 version,0.24,14.4,14.4
UKR,United Kingdom,2022,,300,?,LMM Martlet,anti-ship missile/ASM/SAM,300,?,2022,New,Aid after Russian invasion of Ukraine; for Stormer HVM SAM system and portable launchers,0.1,30,30
UKR,United Kingdom,2022,,6,,M-270 MLRS 227mm,self-propelled MRL,6,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.48,2.88,2.88
UKR,United Kingdom,2022,,20,?,MXT-MV,APV,20,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Husky version,0.06,1.28,1.28
UKR,United Kingdom,2022,,6900,?,NLAW,anti-tank missile,6900,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0,27.6,27.6
UKR,United Kingdom,2022,,10,?,Pinzgauer 6x6,APC,10,?,2022,Second hand,Second-hand; financed with private donations as aid after 2022 Russian invasion of Ukraine,0.06,0.64,0.64
UKR,United Kingdom,2021,?,2,,Sandown,minehunter,2,,2022,Second hand,Second-hand,18,36,36
UKR,United Kingdom,2014,,75,,AT-105 Saxon,APC,75,,2015,Second hand,Second-hand; GBP3.8 m deal,0.08,6,6
UKR,United Kingdom,2022,,3,,Sea King HAR-3,transport helicopter,3,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Sea King HU-5 version; for SAR,2.7,8.1,8.1
UKR,United Kingdom,2022,,40,?,Spartan,APC,40,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; including Samaritan ambulance; Sultan command post and Samson ARV versions,0.1,4,4
UKR,United Kingdom,2022,,14,,Spartan,APC,14,,2022,Second hand,Second-hand; financed with private donations; incl Sultan command post and Samaritan ambulance versions,0.1,1.4,1.4
UKR,United Kingdom,2022,,85,,Spartan,APC,85,?,2022,Second hand,Second-hand; financed with private donations;  including Samaritan ambulance; Sultan command post and Samson ARV versions,0.1,8.5,8.5
UKR,United Kingdom,2022,,16,,Spartan,APC,16,,2023,Second hand,Second-hand; financed with private donations,0.1,1.6,1.6
UKR,United Kingdom,2023,,23,,Spartan,APC,23,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,2.3,2.3
UKR,United Kingdom,2022,,1800,?,Starstreak,SAM,1800,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for Stormer HVM SAM system and portable launchers,0.04,64.8,64.8
UKR,United Kingdom,2023,,50,?,Storm Shadow/SCALP-EG,ASM,50,?,2023,Second hand,Probably second-hand; aid after 2022 Russian invasion of Ukraine,0.26,12.8,12.8
UKR,United Kingdom,2022,,6,,Stormer HVM,mobile SAM system,6,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.8,4.8,4.8
UKR,United States,2022,,110,?,AGM-88 HARM,anti-radar missile,110,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,11,11
UKR,United States,2022,,250,?,AIM-120C AMRAAM,BVRAAM,250,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for NASAMS-2 SAM systems,0.24,60,60
UKR,United States,2022,,250,?,AIM-120C AMRAAM,BVRAAM,200,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for NASAMS-2 SAM systems,0.24,60,48
UKR,United States,2022,,,,AIM-120C AMRAAM,BVRAAM,0,,,New,Financed by Canada as aid after 2022 Russian invasion of Ukraine; for NASAMS SAM systems,0.6,0,0
UKR,United States,2022,,400,?,AIM-7M Sparrow,BVRAAM,400,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for use with Ukrainian SAM systems; incl RIM-7 version,0.07,28.8,28.8
UKR,United States,2023,,600,?,AIM-9M Sidewinder,SRAAM,600,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for Ukrainian SAM systems,0.05,28.8,28.8
UKR,United States,2022,,300,?,WGU-59 APKWS,ASM,300,?,2023,New,Aid after 2022 Russian invasion of Ukraine,0.01,3,3
UKR,United States,2022,,250,,ASV-150/M-1117,APC,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-1117 version,0.18,45,0
UKR,United States,2023,,,,ATACMS Block-1,SSM,20,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for use with HIMARS multiple rocket launchers,0.56,0,11.2
UKR,United States,2022,,12,,Avenger,mobile SAM system,12,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.25,3.02,3.02
UKR,United States,2023,,64,?,BATT,APC,16,,2023,New,Financed by FRG; from German production line,0.16,10.24,2.56
UKR,United States,2022,,100,,BATT,APC,100,?,2022; 2023,New,$23 m deal,0.16,16,16
UKR,United States,2022,,37,,Cougar,APC,37,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.14,5.18,5.18
UKR,United States,2022,,7000,?,M-982 Excalibur,guided shell,7000,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.02,112,112
UKR,United States,2022,,30,,M-992 FAASV,ALV,30,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.24,7.2,7.2
UKR,United States,2023,,,,GLSDB,SSM,0,,,New,Aid after 2022 Russian invasion of Ukraine; delivery planned from 2024,0,0,0
UKR,United States,2022,,20000,?,GMLRS,guided rocket,19500,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.03,640,624
UKR,United States,2022,,20,,M-142 HIMARS,self-propelled MRL,20,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.44,8.8,8.8
UKR,United States,2022,,19,,M-142 HIMARS,self-propelled MRL,19,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.44,8.36,8.36
UKR,United States,2015,,50,?,HMMWV-UA,APV,50,,2015; 2021,Second hand,Second-hand; 'Ukrainian Security Assistance Initiative' aid; M-1114 and M-1151 versions,0.05,2.6,2.6
UKR,United States,2022,,450,?,HMMWV-UA,APV,450,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.05,23.4,23.4
UKR,United States,2022,,150,,HMMWV-UA,APV,150,?,2023,New,Aid after 2022 Russian invasion of Ukraine,0.13,19.5,19.5
UKR,United States,2023,,1,,I-HAWK,SAM system,1,?,2023,Second hand,Second-hand; aid,15,15,15
UKR,United States,2018,,2,,Island,patrol craft,2,,2018,Second hand,Second-hand; aid; Ukrainian designation Slavyansk,3.68,7.36,7.36
UKR,United States,2019,?,3,,Island,patrol craft,3,?,2021,Second hand,Second-hand; aid,3.68,11.04,11.04
UKR,United States,2018,,210,?,FGM-148 Javelin,anti-tank missile,210,?,2018,New,Probably second-hand,0.03,6.3,6.3
UKR,United States,2019,,150,?,FGM-148 Javelin,anti-tank missile,150,?,2020,New,,0.03,4.5,4.5
UKR,United States,2021,,180,,FGM-148 Javelin,anti-tank missile,180,,2021,New,Aid; delivery also incl 30 launchers,0.03,5.4,5.4
UKR,United States,2021,,300,?,FGM-148 Javelin,anti-tank missile,300,?,2022,New,Part of $200 m aid; delivery planned 2022,0.03,9,9
UKR,United States,2022,,13500,?,FGM-148 Javelin,anti-tank missile,13000,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.01,162,156
UKR,United States,2023,,,,JDAM-ER,guided glide bomb,1500,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.04,0,60
UKR,United States,2022,,30,,K-6 120mm,mortar,30,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-120 version,0.1,3,3
UKR,United States,2022,,72,,L-118 105mm,towed gun,72,,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-119 version,0.24,17.28,17.28
UKR,United States,2022,,18,,M-109A6 155mm Paladin,self-propelled gun,18,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.54,9.72,9.72
UKR,United States,2022,,400,,M-113A3,APC,400,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl 100 ambulance version,0.12,48,48
UKR,United States,2023,,1,?,M-1150 ABV,AEV,1,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1,1,1
UKR,United States,2022,?,31,,M-1A1 Abrams,tank,31,,2023,Second hand,Second-hand; aid after 2002 Russian invasion of Ukraine,1.6,49.6,49.6
UKR,United States,2022,,186,?,M-2A3 Bradley,IFV,186,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; ODS-SA version,0.72,133.92,133.92
UKR,United States,2023,,4,,M-2A3 Bradley,IFV,4,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-7A2 FISTV reconnaissance version,0.72,2.88,2.88
UKR,United States,2023,,18,,M-60 AVLB,armoured bridgelayer,18,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,7.2,7.2
UKR,United States,2023,,8,,M-88A2 HERCULES,ARV,8,,2023,Second hand,Probably second-hand; aid after 2022 Russian invasion of Ukraine,0.8,6.4,6.4
UKR,United States,2023,,55,?,M-ATV,APV,55,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,5.5,5.5
UKR,United States,2022,,440,,MaxxPro,APC,440,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl 40 mine-clearing version,0.13,56.32,56.32
UKR,United States,2022,,234,?,MaxxPro,APC,234,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.13,29.95,29.95
UKR,United States,2022,?,20,,Mi-17,transport helicopter,20,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl Mi-17V-5 and Mi-8MTV versions,2.9,58,58
UKR,United States,2023,,150,?,MIM-104 PAC-2,SAM,150,?,2023,Second hand,Second-hand; incl Patriot GEM; GEM-C; GEM-T version; aid after 2022 Russian invasion of Ukraine,0.4,60,60
UKR,United States,2023,,300,?,MIM-104 PAC-3,ABM missile,300,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.32,96,96
UKR,United States,2022,,100,?,MIM-23B HAWK,SAM,100,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.07,6.8,6.8
UKR,United States,2021,,8,,Mk-VI,patrol craft,0,,,New,USD103 m deal; 'FMF' aid,6,48,0
UKR,United States,2022,,20,,MMR,multi-role radar,10,?,2023,New,Aid after 2022 Russian invasion of Ukraine,6.5,130,65
UKR,United States,2022,,4,,MPQ-64 Sentinel,air search radar,4,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,2,8,8
UKR,United States,2022,,16,?,MPQ-64 Sentinel,air search radar,4,?,2022,New,For use with 8 NASAMS SAM systems from Norway,5,80,20
UKR,United States,2022,,1,,Patriot Configuration-3,SAM system,1,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,22,22,22
UKR,United States,2023,,,,Penguin,UAV,5,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.02,0,0.1
UKR,United States,2022,,2300,?,Phoenix Ghost,loitering munition,1800,?,2022; 2023,New,Aid after 2022 Russian invasion of Ukraine,0.15,345,270
UKR,United States,2022,?,189,,Piranha-3,APC,189,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Stryker version,0.14,26.46,26.46
UKR,United States,2023,?,1,?,S-70 Black Hawk,transport helicopter,1,?,2023,Second hand,Second-hand; UH-60A version,2.6,2.6,2.6
UKR,United States,2022,,30,?,ScanEagle,UAV,30,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.02,0.48,0.48
UKR,United States,2022,,2150,?,Stinger,portable SAM,2050,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl for Avenger SAM systems,0.03,68.8,65.6
UKR,United States,2022,,1000,?,Switchblade-600,loitering munition,1000,?,2023,New,Aid after 2022 Russian invasion of Ukraine,0.15,150,150
UKR,United States,2022,,11000,?,BGM-71 TOW,anti-tank missile,10500,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl for M-2 IFV,0,44,42
UKR,United States,2015,,15,?,TPQ-36 Firefinder,artillery locating radar,15,?,2015; 2016; 2017; 2018; 2019; 2021,Second hand,Second-hand; 'Ukraine Security Assistance Initiative' aid,1.2,18,18
UKR,United States,2022,,19,?,TPQ-36 Firefinder,artillery locating radar,19,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.2,22.8,22.8
UKR,United States,2022,,24,?,TPQ-36 Firefinder,artillery locating radar,24,?,2023,New,Aid after 2022 Russian invasion of Ukraine; designation uncertain (reported as 'counter-artillery radar'),3,72,72
UKR,United States,2022,,142,,UFH/M-777 155mm,towed gun,142,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-777A2 version,0.4,56.8,56.8
UKR,United States,2023,,38,,UFH/M-777 155mm,towed gun,38,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; designation uncertain (reported as '155mm Howitzers'),0.4,15.2,15.2
UKR,United States,2022,,11,,vehicle engine,vehicle engine,11,,2022,New,Cummins-6.7L (360hp) diesel engine for 11 MLS Shield APC from Italy,0.05,0.55,0.55
UKR,United States,2022,,39,,vehicle engine,vehicle engine,39,?,2022,New,Caterpillar C-9 (450hp) diesel engine for 39 LAV-6 APC from Canada,0.08,3.12,3.12
UKR,unknown supplier(s),2023,,,,AIFV,IFV,1,?,2023,Second hand,,0.36,0,0.36
UKR,unknown supplier(s),2023,,50,,M-113,APC,50,,2023,Second hand,Second-hand,0.1,5,5
UKR,unknown supplier(s),2022,,,,ScanEagle,UAV,0,,,Second hand,Aid after 2022 Russian invasion of Ukraine,0.02,0,0
UZB,Canada,2014,?,8,?,aircraft engine,aircraft engine,8,?,2015; 2016,New,Pratt & Whitney Canada PW-127G (2650hp) turboprop for 4 C-295 transport aircraft from Spain,0.75,6,6
UZB,China,2013,,30,?,Blue Arrow-7,anti-tank missile,30,?,2014,New,For Wing Loong UAV,0.04,1.2,1.2
UZB,China,2017,,60,?,HQ-9,SAM,60,?,2018,New,,1,60,60
UZB,China,2017,?,1,?,HQ-9,SAM system,1,?,2018,New,FD-2000 version,47,47,47
UZB,China,2013,,5,?,Wing Loong-1,armed UAV,5,?,2014,New,,3,15,15
UZB,Czechia,2018,,6,,L-39C Albatros,trainer aircraft,0,,,Second hand but modernized,Uzbeki L-39C modernized in Czechia,2.97,17.82,0
UZB,France,2013,,8,?,AS-350/AS-550 Fennec,light helicopter,8,?,2014; 2016,New,AS-350B3 (H-125M) version,0.9,7.2,7.2
UZB,France,2013,,8,,AS-532 Cougar,transport helicopter,8,?,2015; 2016,New,H215M version,7.25,58,58
UZB,France,2018,,8,?,AS-532 Cougar,transport helicopter,8,?,2019; 2021; 2022; 2023,New,Armed H215M version,7.25,58,58
UZB,Russia,2001,,50,,BTR-80,APC,50,?,2001; 2002,New,Part of $30 m deal,0.35,17.5,17.5
UZB,Russia,2019,,4,?,BTR-82A,IFV,4,?,2021,New,,0.95,3.8,3.8
UZB,Russia,2018,?,12,,Mi-35M,combat helicopter,12,?,2019; 2020; 2021,New,,11.5,138,138
UZB,Russia,2016,?,75,?,R-73,SRAAM,75,?,2017; 2018,New,R-73E version; for MiG-29 combat aircraft,0.15,11.25,11.25
UZB,Russia,2008,?,1,?,S-125 Pechora-2M,SAM system,1,?,2010,New,Possibly Uzbeki S-125 SAM system rebuilt to Pechora-2M in Russia,30,30,30
UZB,Russia,2019,,20,?,Taifun-K-53949,APC,20,?,2019; 2021,New,,0.26,5.2,5.2
UZB,Spain,2014,?,4,?,C-295,transport aircraft,4,,2015; 2016,New,C-295W version,12.5,50,50
UZB,Turkiye,2022,?,4,?,Bayraktar TB2,armed UAV,4,?,2023,New,,2.4,9.6,9.6
UZB,Turkiye,2017,,24,,Ejder Yalcin,APC,24,,2018; 2019,New,,0.3,7.2,7.2
UZB,United States,2014,,50,?,Cougar,APC,50,?,2015,Second hand,Second-hand; aid,0.14,7,7
UZB,United States,2014,,159,,M-ATV,APV,159,?,2015,Second hand,Second-hand; aid,0.1,15.9,15.9
UZB,United States,2014,,70,?,MaxxPro,APC,70,?,2015,Second hand,Second-hand; aid; incl 20 ARV version,0.13,8.96,8.96
UZB,United States,2014,,50,?,RG-33,APC,50,?,2015,Second hand,Second-hand; aid,0.08,4,4
UZB,United States,2017,,24,?,vehicle engine,vehicle engine,24,?,2018; 2019,New,Cummins 375hp diesel engine; for 24 Ejder Yalcin APC from Turkey,0.05,1.2,1.2
UKR,Russia,2014,,5,?,BTR-82A,IFV,5,?,2014,New,Probably second-hand (but less than 2 years old); BTR-82AM version; aid,0.95,4.75,4.75
UKR,Russia,2014,,10,?,Grom-2,portable SAM,10,?,2014,Second hand,Second-hand; aid,0.03,0.32,0.32
UKR,Russia,2014,,100,?,Kornet,anti-tank missile,100,?,2014,Second hand,Second-hand; aid,0.02,1.6,1.6
UKR,Russia,2014,,10,?,T-72B,tank,10,?,2014,Second hand but modernized,Second-hand but modernized to T-72B3 before delivery (or less than 2 years before delivery); aid,1.72,17.16,17.16
