Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
SLO,Israel,2023,?,1,,Barak-MX,SAM system,0,,,New,Selected but not yet ordered by end-2023; delivery planned 2024-2027,47,47,0
SLO,Israel,2021,,17,,EL/M-2084,air search radar,0,,,New,EUR148 m deal (incl production of components in Slovakia); delivery planned 2024-2025,12.5,212.5,0
SLO,Israel,2023,?,,,Spike-MR/LR,anti-tank missile,0,,,New,From German production line; Spike-LR2 version; incl for CV-90 IFV; selected but probably not yet ordered by end-2023,0.03,0,0
SLO,Israel,2020,,100,,Spike-MR/LR,anti-tank missile,100,,2020,New,From German production line; Spike-LR2 version; incl for AMV IFV,0.03,3,3
SLO,Italy,2014,,2,,C-27J Spartan,transport aircraft,2,,2017; 2018,New,Selected 2008 but order delayed until 2014 after budget cuts,16,32,32
SLO,Italy,2011,?,10,?,LMV,APV,10,?,2012,New,,0.15,1.5,1.5
SLO,Poland,2023,?,180,?,Piorun,portable SAM,0,,,New,Selected but not yet ordered by end-2023; delivery planned 2024-2027,0.08,14.4,0
SLO,Russia,2008,,150,?,Igla,portable SAM,150,?,2009; 2010,New,,0.08,12,12
SLO,Russia,2002,?,1,,L-410 Turbolet,light transport aircraft,1,,2004,Second hand,Second-hand (probably sold via Czech Republic and modernized in Czech Republic before delivery); L-410UVP-E9 version,1.04,1.04,1.04
SLO,Russia,2002,,4,,Mi-17,transport helicopter,4,,2002,New,Mi-171 version; payment for debt,7.25,29,29
SLO,South Africa,2007,?,1,?,RG-32 Scout,APV,1,,2008,New,,0.14,0.14,0.14
SLO,South Africa,2008,?,6,?,RG-32 Scout,APV,6,?,2009,New,,0.14,0.84,0.84
SLO,Sweden,2022,,42,,CV-90 Mk-4,apc,0,,,New,EUR1.7 b deal (incl 110 IFV versions); incl 15 command post; 3 ARV and 24 other versions; incl production under licence of components and assembly in Slovakia; delivery planned from 2025-2028,0,0,0
SLO,Sweden,2022,,110,,CV-90 Mk-4 IFV,IFV,0,,,New,EUR1.7 b deal (incl 42 non-IFV versions); CV-9035C Mk-4 (with 35mm gun) version; incl production under licence of components and assembly in Slovakia; delivery planned 2025-2028,0,0,0
SLO,Ukraine,2004,?,2,?,L-39C Albatros,trainer aircraft,2,,2005,Second hand,Second-hand,1.8,3.6,3.6
SLO,Ukraine,2005,?,3,?,R-27R/T,BVRAAM,3,,2005,New,,0.19,0.57,0.57
SLO,Ukraine,2006,?,6,,R-73,SRAAM,6,,2007,Second hand,Second-hand,0.06,0.36,0.36
SLO,United States,2018,,30,,AIM-120C AMRAAM,BVRAAM,0,,,New,AIM-120C-7 version; for F-16V combat aircraft,0.6,18,0
SLO,United States,2018,,98,,AIM-9X Sidewinder,BVRAAM,0,,,New,For F-16V combat aircraft,0.18,17.64,0
SLO,United States,2014,,4,,aircraft engine,aircraft engine,4,,2017; 2018,New,Allison AE-2100D3 (5000hp) turboprop for 2 C-27J transport aircraft from Italy,1.5,6,6
SLO,United States,2018,,14,,F-16V Viper,FGA aircraft,1,,2023,New,EUR1.6 b ($1.8 b) deal; incl 2 F-16 Block-72 trainer/combat version; delivery planned 2024 (delayed from 2022) to 2025,40,560,40
SLO,United States,2023,,160,,L-ATV,APV,0,,,New,$190 m 'FMF' aid; delivery planned 2025,0.18,28.8,0
SLO,United States,2015,,9,,S-70 Black Hawk,transport helicopter,9,,2017; 2018; 2019; 2020,New,$261 m deal; UH-60M version,7.25,65.25,65.25
SLV,Austria,2003,,36,,Pandur,APC,36,?,2004; 2005; 2006; 2007,New,Hull produced and vehicle assembled in Slovenia; Slovenian designation Valuk,0.3,10.8,10.8
SLV,Finland,2006,,30,,AMV,APC,30,?,2009; 2010; 2011,New,EUR75 m deal (original EUR278 m deal for 135 AMV reduced 2012 to 30),0.32,9.6,9.6
SLV,France,2001,,2,,AS-532 Cougar,transport helicopter,2,,2003,New,$24 m deal; AS-532AL armed version; incl for SAR,7.25,14.5,14.5
SLV,France,2002,,2,,AS-532 Cougar,transport helicopter,2,,2004,New,$35 m deal; AS-532AL armed version; incl for SAR,7.25,14.5,14.5
SLV,France,2008,,2,,Ground Master-400,air search radar,2,,2011,New,Ground Master-403 version,13,26,26
SLV,Germany,2023,?,1,,IRIS-T SL,SAM system,0,,,New,Selected but contract not yet signed by end-2023,25,25,0
SLV,Germany,2023,?,,,IRIS-T SLM,SAM,0,,,New,For 1 IRIS-T SL SAM system,0.4,0,0
SLV,Israel,2006,,100,?,Spike-MR/LR,anti-tank missile,100,?,2009,New,Spike-LR version,0.03,3,3
SLV,Italy,2023,,6,,AW139,helicopter,0,,,New,EUR188 m deal; AW-139M version,6,36,0
SLV,Italy,2021,,1,,C-27J Spartan,transport aircraft,1,,2023,New,EUR72 m deal (incl EUR13 m for support and spare parts),16,16,16
SLV,Italy,2023,,1,,C-27J Spartan,transport aircraft,0,,,New,,16,16,0
SLV,Norway,2009,,20,?,Protector,APC turret,20,?,2010; 2011,New,For 20 AMV APC from Finland,0.05,1,1
SLV,Norway,2019,?,38,?,Protector,APC turret,38,?,2021,New,M-153 version; for 38 L-ATV APV from USA,0.05,1.9,1.9
SLV,Russia,2009,?,6,?,9M120 Ataka,anti-tank missile,6,,2010,New,,0.04,0.24,0.24
SLV,Russia,2003,?,4,?,Igla-1,portable SAM,4,?,2003,New,,0.07,0.28,0.28
SLV,Russia,2009,?,122,?,Igla-S,portable SAM,122,?,2010,New,,0.08,9.76,9.76
SLV,Russia,2008,,1,,Project-10412/Svetlyak,patrol craft,1,,2010,New,$43 m deal (incl $35 m payment of Russian debt to Slovenia),24,24,24
SLV,Sweden,2006,,30,?,vehicle engine,vehicle engine,30,?,2009; 2010; 2011,New,DI-12 diesel engine; for 30 AMV APC/IFV from Finland,0.08,2.4,2.4
SLV,Turkiye,2007,,10,,Cobra,APV,10,,2009,New,CBRN version,0.15,1.5,1.5
SLV,United States,2021,,2,,aircraft engine,aircraft engine,2,,2023,New,Allison AE-2100D3 (5000hp) turboprop for 1 C-27J transport aircraft from Italy,1.5,3,3
SLV,United States,2023,,2,,aircraft engine,aircraft engine,0,,,New,Allison AE-2100D3 (5000hp) turboprop for 1 C-27J transport aircraft from Italy,1.5,3,0
SLV,United States,2014,?,7,,Cougar,APC,7,?,2014,Second hand,Second-hand,0.14,0.98,0.98
SLV,United States,2018,,38,,L-ATV,APV,38,,2021,New,EUR16 m ($19 m) deal; Slovenian designation LKOV 4X4,0.18,6.84,6.84
SLV,United States,2021,,84,,L-ATV,APV,37,,2023,New,EUR39 m deal; Slovenian designation LKOV 4X4; delivery planned 2023-2024,0.18,15.12,6.66
SLV,United States,2023,,32,,L-ATV,APV,0,,,New,Aid as compensation for Slovenian military aid to Ukraine; delivery expected 2024-2025,0.18,5.76,0
SLV,United States,2022,?,7,,L-ATV,APV,0,,,Second hand,Second-hand; aid,0.07,0.5,0
SOL,Australia,2014,,2,,Guardian,patrol craft,2,,2019; 2021,New,Part of 'SEA-3036 Pacific Patrol Boat Replacement' aid programme,7,14,14
SOM,China,2017,?,12,?,Tiger,APV,12,?,2017,New,Possibly second-hand; aid,0.14,1.68,1.68
SOM,France,2015,,13,,Bastion,APC/APV,13,,2016,New,Financed by USA,0.16,2.08,2.08
SOM,Italy,2022,?,2,?,Bell-412,helicopter,2,,2023,Second hand,Second-hand; incl 1 Bell-412SP version,2,4,4
SOM,Italy,2015,?,5,?,Terrier LAU,APV,5,?,2015,Second hand,Aid; MAV-5 version,0.06,0.28,0.28
SOM,Qatar,2018,,68,,Storm,APC,68,,2019,New,Aid,0.12,8.16,8.16
SOM,South Africa,2021,?,6,,Puma M-26,APC,6,,2021,New,Puma M-26 Mk-6 version; from US production line; financed by aid from USA,0.16,0.96,0.96
SOM,South Africa,2013,?,1,,SA-316B Alouette-3,light helicopter,1,,2013,Second hand,Second-hand; for Puntland maritime police,0.36,0.36,0.36
SOM,Turkiye,2020,,12,,Kirpi,APC,12,,2020,Second hand,Probably second-hand; aid,0.14,1.68,1.68
SOM,Turkiye,2021,,8,,Kirpi,APC,8,,2021,Second hand,Probably second-hand; aid,0.14,1.12,1.12
SOM,UAE,2015,,9,?,Mamba,APC/APV,9,?,2015,Second hand,Second-hand; aid; Reva-3 version,0.06,0.54,0.54
SOM,UAE,2015,,6,?,RG-31 Nyala,APC,6,?,2015,Second hand,Second-hand; aid,0.07,0.43,0.43
SOM,United Kingdom,2012,?,25,?,AT-105 Saxon,APC,25,?,2013,Second hand,Second-hand; aid; Saxon Patrol version; delivered via Djibouti,0.08,2,2
SOM,United States,2013,?,3,,S-2RT,light aircraft,3,?,2013,Second hand,Second-hand; for Puntland maritime police,0.19,0.58,0.58
SPN,Austria,2003,,100,?,SP30,IFV turret,100,?,2009; 2010; 2011; 2012; 2013,New,For some 100 ASCOD (Pizarro) IFV produced in Spain,0.6,60,60
SPN,Canada,2020,,24,?,aircraft engine,aircraft engine,24,?,2021; 2022,New,Pratt & Whitney Canada PT-6A-68B (1600hp) turboprop for 24 PC-21 trainer aircraft from Switzerland,0.5,12,12
SPN,Canada,2023,?,16,?,aircraft engine,aircraft engine,0,,,New,Pratt & Whitney Canada PT-6A-68B (1600hp) turboprop for 16 PC-21 trainer aircraft from Switzerland,0.5,8,0
SPN,Canada,2023,,32,?,aircraft engine,aircraft engine,0,,,New,Pratt & Whitney Canada PW-127G (2650hp) turboprop for 6 C-295W-MPA ASW and 10 C-295W-MSA maritime patrol aircraft produced in Spain,0.75,24,0
SPN,France,2015,?,2,,AS-532 Cougar,transport helicopter,2,?,2016; 2017,Second hand,Second-hand; AS-332C version,2.9,5.8,5.8
SPN,France,2016,,1,,AS-532 Cougar,transport helicopter,1,,2016,New,H215 version; for SAR,7.25,7.25,7.25
SPN,France,2016,?,3,,AS-532 Cougar,transport helicopter,3,,2017; 2018,New,H215 version; for SAR,7.25,21.75,21.75
SPN,France,2004,?,2,?,AS-532U2 Cougar,transport helicopter,2,,2005,New,$43 m deal,7.25,14.5,14.5
SPN,France,2007,,2,,AS-532U2 Cougar,transport helicopter,2,,2010; 2011,New,EUR40 m deal; AS-532AL CSAR version,7.25,14.5,14.5
SPN,France,2019,,5,,BlueMaster,ASW sonar,0,,,New,Part of EUR166 m deal; for 5 F-110 frigates produced in Spain,10,50,0
SPN,France,2019,?,5,,CAPTAS-4,ASW sonar,0,,,New,Part of EUR166 m deal; CAPTAS-4 Compact version for 5 F-110 frigates produced in Spain,11,55,0
SPN,France,2003,,24,,EC-665 Tiger,combat helicopter,24,?,2007; 2008; 2010; 2014; 2015; 2016; 2017; 2018; 2020,New,EUR1.4 b deal; incl 6 HAP and 18 HAD versions; incl production under licence of 18 in Spain,11.5,276,276
SPN,France,2022,?,4,?,FLASH,ASW sonar,0,,,New,AQS-22 ALFS version for 4 MH-60R ASW helicopters from USA,2,8,0
SPN,France,2007,,250,?,Mistral,portable SAM,250,?,2007; 2008; 2009; 2010; 2011,New,EUR28 m deal; for AS-665 combat helicopters,0.09,22.5,22.5
SPN,France,2020,,91,,Mistral,portable SAM,91,,2022,Second hand,Probably second-hand; EUR43 m deal; Mistral-3 version,0.04,3.28,3.28
SPN,France,2023,,522,,Mistral,portable SAM,0,,,New,Part of EUR325 m deal; Mistral-3 version; delivery planned from 2026,0.09,46.98,0
SPN,France,2005,,22,,NH-90 TTH,transport helicopter,22,?,2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022,New,EUR1.3 b deal; most assembled/produced under licence in Spain; Spanish designation HT-29 and HD-29,7,154,154
SPN,Germany,2003,?,2,?,EC135,light helicopter,2,,2005,New,For training; Spanish designation HE-26,2.25,4.5,4.5
SPN,Germany,2010,,12,,EC135,light helicopter,12,?,2011; 2012; 2013,New,EUR65 m deal; for training; Spanish designation HE-26,2.25,27,27
SPN,Germany,2008,?,2,,EC135,light helicopter,2,?,2008,New,For training; Spanish designation HE-26,2.25,4.5,4.5
SPN,Germany,2013,,8,,EC135,light helicopter,8,?,2014,New,EUR49 m deal; for training; EC135T2 version; produced under licence in Spain,2.25,18,18
SPN,Germany,2021,,18,,EC135,light helicopter,4,?,2023,New,H-135 and H-135M versions; for training; probably assembled or produced in Spain; delivery planned 2023-2026,2.25,40.5,9
SPN,Germany,2009,,700,,IRIS-T,BVRAAM,700,?,2011; 2012; 2013; 2014; 2015; 2016,New,EUR291 m deal (incl production of components in Spain and Spanish funding for development),0.2,140,140
SPN,Germany,2009,?,4,,Lance MTS,IFV turret,4,,2014,New,For Piranha-3C IFV from Switzerland,0.7,2.8,2.8
SPN,Germany,2004,,60,?,MIM-104 PAC-2,SAM,60,?,2005,New,Second-hand; for Patriot SAMS,1,60,60
SPN,Germany,2015,,40,?,MIM-104 PAC-2,SAM,40,?,2015,Second hand,Second-hand,0.4,16,16
SPN,Germany,2004,,1,,Patriot,SAM system,1,,2005,Second hand,Second-hand; EUR40-50 m deal,18.8,18.8,18.8
SPN,Germany,2015,,2,,Patriot,SAM system,2,,2015,Second hand,Second-hand; EUR41 m deal,18.8,37.6,37.6
SPN,Germany,2005,,40,,DM2A4 Seehecht,anti-ship/ASW torpedo,40,?,2015; 2016; 2017; 2018,New,EUR76 m deal (incl production of components in Spain); for S-80A submarines,1.8,72,72
SPN,Germany,2004,?,12,,ship engine,ship engine,3,,2023,New,MTU-16V-396SE-85L (1600hp) diesel engine; for 4 S-80A submarines produced in Spain,0.25,3,0.75
SPN,Germany,2019,,20,,ship engine,ship engine,0,,,New,MTU-4000 diesel engine; for 5 F-110 frigates produced in Spain,1.2,24,0
SPN,Germany,2006,,8,,ship engine,ship engine,8,,2011; 2012,New,MTU-16V-1163 (6000hp) diesel engine; or 4 Metero (BAM) OPV produced in Spain,1.5,12,12
SPN,Germany,2014,,4,,ship engine,ship engine,4,,2018,New,MTU-16V-1163 (6000hp) diesel engine; or 2 Meteoro (BAM) OPV produced in Spain,1.5,6,6
SPN,Germany,2004,,2,,ship engine,ship engine,2,,2010,New,MAN-32/40 16V (10540hp) diesel engine; for Juan Carlos AALS/aircraft carrier produced in Spain; produced under licence in Spain,3,6,6
SPN,Germany,2005,,43,,Taurus KEPD-350,ASM,43,,2007; 2008; 2009; 2010,New,EUR57 m deal,0.7,30.1,30.1
SPN,Germany,2001,,18,,vehicle engine,vehicle engine,18,?,2003; 2004,New,6V183 TE-22 (400hp) diesel engine; for 18 Piranha-2 APC from Switzerland,0.05,0.9,0.9
SPN,Germany,2007,,21,?,vehicle engine,vehicle engine,21,?,2010; 2011; 2012; 2013; 2014,New,6V183 TE-22 (400hp) diesel engine; for 21 Piranha-3 APC/IFV from Switzerland,0.05,1.05,1.05
SPN,Germany,2003,,119,?,vehicle engine,vehicle engine,119,?,2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2019; 2020; 2021,New,MTU-183 (600hp) diesel engine; for 119 Pizarro (ASCOD) IFV produced in Spain,0.08,9.52,9.52
SPN,Germany,2023,?,394,?,vehicle engine,vehicle engine,0,,,New,MTU 8V-199TE21 (820hp) diesel engine for 394 ASCOD-VAC APC produced in Spain; probably produced under licence in Spain,0.16,63.04,0
SPN,Israel,2023,,288,,AccuLAR,guided rocket,0,,,New,For PULS multiple rocket launchers; produced under licence in Spain,0.06,17.28,0
SPN,Israel,2023,,112,,EXTRA,guided rocket/SSM,0,,,New,For PULS multiple rocket launchers; produced under licence in Spain,0.15,16.8,0
SPN,Israel,2001,?,25,,Litening,aircraft EO system,25,?,2003; 2004,New,Litening-2 version; for F/A-18 combat aircraft; probably from US production line,1,25,25
SPN,Israel,2022,?,57,?,Litening-5,aircraft EO/radar system,12,,2022,New,For Typhoon combat aircraft; producer under licence in Spain; delivery planned 2022-2027,3,171,36
SPN,Israel,2018,,6,,Orbiter-1K,loitering munition,6,?,2019,New,EUR3.1 m deal: Orbiter-3 version,0.15,0.9,0.9
SPN,Israel,2023,,64,,Predator Hawk,SSM,0,,,New,For PULS multiple rocket launchers; produced under licence in Spain,0,0,0
SPN,Israel,2023,,12,,PULS,self-propelled MRL,0,,,New,EUR698 m deal; delivery planned by 2027,1.1,13.2,0
SPN,Israel,2004,,5,?,RecceLite,aircraft recce system,5,?,2005,New,For F/A-18 combat aircraft,4,20,20
SPN,Israel,2007,,16,?,Searcher,UAV,16,?,2007; 2008,New,EUR14 m deal; Searcher-2 version; for use in Afghanistan,0.3,4.8,4.8
SPN,Israel,2007,,200,,Spike-ER,anti-tank missile,200,?,2009; 2010; 2011; 2012,New,EUR44 m deal; for AS-665 combat helicopters,0.06,12,12
SPN,Israel,2022,?,400,,Spike-ER,anti-tank missile,0,,,New,Spike-ER2 version; for Tiger Mk-3 combat helicopters; probably selected 2022 but not yet ordered by end-2022,0.06,24,0
SPN,Israel,2023,,1680,,Spike-LR-2,anti-tank missile,0,,,New,EUR285 m deal (including 168 launchers); produced under licence in Spain,0.06,100.8,0
SPN,Israel,2006,,2630,?,Spike-MR/LR,anti-tank missile,2630,?,2010; 2011; 2012; 2013; 2014,New,EUR328 m ($429 m) deal (incl 260 launchers; offsets incl production under licence in Spain); Spike-LR version,0.03,78.9,78.9
SPN,Italy,2019,,5,,127/64LW 127mm,naval gun,0,,,New,For F-110 frigates produced in Spain,7,35,0
SPN,Italy,2002,,62,,Centauro,AFSV,62,,2004; 2005; 2006; 2007,New,EUR219 m ($185 m) deal (offsets incl production of components and assembly in Spain); Spanish designation VRC-105,2.25,139.5,139.5
SPN,Italy,2007,,4,,VBM Freccia,APC,4,,2011,New,ARV version,0.45,1.8,1.8
SPN,Italy,2007,,40,,LMV,APV,40,,2008,New,Spanish designation Lince,0.15,6,6
SPN,Italy,2008,,80,,LMV,APV,80,,2008,New,EUR25 m deal; Spanish designation Lince,0.15,12,12
SPN,Italy,2009,,15,,LMV,APV,15,,2010,New,EUR4.5 m deal; Spanish designation Lince,0.15,2.25,2.25
SPN,Italy,2010,,50,,LMV,APV,50,?,2010; 2011,New,EUR16 m deal; Spanish designation Lince,0.15,7.5,7.5
SPN,Italy,2019,?,7,,NH-90 NFH,ASW helicopter,0,,,New,Part of EUR1.5 b deal (incl 11 NH-90 TTH version; incl production under licence in Spain); Spanish designation HD-19; delivery planned from 2024,14.5,101.5,0
SPN,Italy,2019,,16,,NH-90 TTH,transport helicopter,0,,,New,Part of EUR1.5 b deal (incl 7 NH-90 NFH version; incl production under licence in Spain); Spanish designation HT-29; delivery planned from 2024,7,112,0
SPN,Italy,2004,?,12,?,X-TAR,air search radar,12,?,2006; 2007; 2008,New,EUR71 m deal,5,60,60
SPN,Norway,2023,,,,NSM,anti-ship missile,0,,,New,EUR305 m deal; for F-100 and F-110 frigates; delivery planned from 2027,1,0,0
SPN,South Africa,2008,,100,,RG-31 Nyala,APC,100,,2009; 2010,New,EUR65 m deal; assembled in Spain; RG-31 Mk-5E version; incl 10 ambulance and 5 command post versions,0.18,18,18
SPN,Sweden,2006,,4,,ARTHUR,artillery locating radar,4,?,2007; 2008; 2009,New,EUR64 m ($78 m) deal,4,16,16
SPN,Sweden,2013,,2,?,Skeldar,UAV,2,?,2013,New,,0.2,0.4,0.4
SPN,Sweden,2020,,348,?,vehicle engine,vehicle engine,7,?,2022,New,Scania DC-13 (645hp) diesel engine for 348 Piranha-5 APC and IFV from Switzerland; produced under licence in Spain,0.11,38.28,0.77
SPN,Switzerland,2020,,24,,PC-21,trainer aircraft,24,,2021; 2022,New,EUR204 m deal; Spanish designation E.27,5,120,120
SPN,Switzerland,2023,,16,,PC-21,trainer aircraft,0,,,New,EUR250 m deal; Spanish designation E.27; delivery planned 2024-2025,5,80,0
SPN,Switzerland,2001,,18,,Piranha-3,APC,18,?,2003; 2004,New,Piranha-3C version; incl CP and ambulance version,0.3,5.4,5.4
SPN,Switzerland,2007,,21,,Piranha-3,APC,21,?,2010; 2011; 2012; 2013; 2014,New,Piranha-3C version; incl 4 IFV and 1 ARV version,0.3,6.3,6.3
SPN,Switzerland,2020,,,,Piranha-5,APC,7,,2022,New,Part of EUR2.1 b deal incl IFV version; part of 'FSCT' or 'VCR' programme; incl probably command post and reconnaissance versions; produced under licence in Spain as Dragon; delivery planned 2022-2027 (for all versions),0.43,0,3.01
SPN,Switzerland,2020,,,,Piranha-5,IFV,0,,,New,Part of EUR2.1 b deal incl APC versions; part of 'FSCT' or 'VCR' programme; produced under licence in Spain as Dragon; delivery planned 2024-2027 (for all versions),0.92,0,0
SPN,Switzerland,2004,?,24,,Skyshield,fire control radar,24,?,2006; 2007; 2008,New,EUR82 m deal; for use with GDF 35mm AA guns,6,144,144
SPN,United Kingdom,2021,,3,,air refuel system,air refuel system,1,?,2023,New,For modification of 3 Spanish A330 transport aircraft to A330 MRTT tanker/transport aircraft,10,30,10
SPN,United Kingdom,2022,?,,,Brimstone,ASM,0,,,New,EUR43 m deal; for Typhoon combat aircraft; delivery planned 2024-2026,0.15,0,0
SPN,United Kingdom,2008,,4,,Pegasus,turbofan,4,?,2012,New,For modernization of 4 AV-8B combat aircraft,3,12,12
SPN,United Kingdom,2001,,2,,Sandown,minehunter,2,?,2004; 2005,New,$117 m deal; Spanish designation Segura; produced under licence in Spain,45,90,90
SPN,United States,2023,,32,?,AGM-114 Hellfire-2,anti-tank missile/ASM,0,,,New,For MH-60R helicopters,0.05,1.6,0
SPN,United States,2023,?,,,AGM-114 Hellfire-2,anti-tank missile/ASM,0,,,New,EUR13.4 m deal; for MQ-9 Reaper,0.05,0,0
SPN,United States,2002,?,31,,AIM-120C AMRAAM,BVRAAM,31,?,2004,New,$21 m deal; for F/A-18 combat aircraft,0.6,18.6,18.6
SPN,United States,2017,,4,?,AIM-120C AMRAAM,BVRAAM,4,?,2019,New,,0.6,2.4,2.4
SPN,United States,2022,,88,,AIM-120C AMRAAM,BVRAAM,0,,,New,EUR200 m deal; AIM-120C7 version,0.6,52.8,0
SPN,United States,2023,?,68,,AIM-120C AMRAAM,BVRAAM,0,,,New,AIM-120C8 version; selected but not yet ordered by end-2023,0.6,40.8,0
SPN,United States,2022,?,4,?,aircraft engine,aircraft engine,0,,,New,Spare GE T-700-GE-401C (1900hp) turboshaft engines for MH-60R ASW helicopters,0.5,2,0
SPN,United States,2006,,43,,aircraft engine,aircraft engine,43,?,2007; 2008; 2009,New,$73 m deal; Honeywell T-55-L-714A (4775hp) turboshaft for modernization of CH-47 helicopters,1.5,64.5,64.5
SPN,United States,2022,?,100,?,WGU-59 APKWS,ASM,0,,,New,APKWS-2 version; for MH-60R helicopters,0.01,1,0
SPN,United States,2018,,17,,CH-47F Chinook,transport helicopter,12,?,2021; 2022; 2023,New,EUR1.1 b deal; Spanish CH-47D rebuilt to CH-47F version; Spanish designation HT.17; delivery planned 2021-2025,20,340,240
SPN,United States,2023,,1,,CH-47F Chinook,transport helicopter,0,,,New,,20,20,0
SPN,United States,2008,?,325,?,ESSM,SAM,325,?,2009; 2011; 2012; 2013; 2014; 2015; 2018; 2019,New,For De Bazan (F-100) frigates; incl production of components in Spain (as part of NATO Sea Sparrow Consortium),0.4,130,130
SPN,United States,2015,,19,,ESSM,SAM,19,,2020,New,,0.4,7.6,7.6
SPN,United States,2018,?,,,ESSM Block-2,SAM,0,,,New,Incl for F-110 frigates; selected 2018 but probably not yet ordered by end-2023,0.5,0,0
SPN,United States,2021,,271,,M-982 Excalibur,guided shell,271,?,2022; 2023,New,,0.04,10.84,10.84
SPN,United States,2006,,40,,JDAM,guided bomb,40,?,2007,New,,0.02,0.8,0.8
SPN,United States,2016,,50,?,JDAM,guided bomb,50,?,2018,New,,0.02,1,1
SPN,United States,2004,,1,,LM-2500,gas turbine,1,,2010,New,For Juan Carlos AALS/aircraft carrier produced in Spain,7,7,7
SPN,United States,2019,,10,,LM-2500,gas turbine,0,,,New,For 5 F-110 frigates produced in Spain,7,70,0
SPN,United States,2014,,14,,MaxxPro,APC,14,,2016,Second hand,Second-hand; recovery vehicle version,0.13,1.79,1.79
SPN,United States,2023,,8,,MH-60R Seahawk,ASW helicopter,0,,,New,EUR821 m deal; delivery planned 2025-2027,16.5,132,0
SPN,United States,2023,?,,,MIM-104 PAC-2,SAM,0,,,New,Patriot GEM-T version; for Patriot configuration-3 SAM systems,1,0,0
SPN,United States,2023,?,51,?,MIM-104 PAC-3 MSE,ABM missile,0,,,New,For Patriot Configuration-3 SAM systems,1.5,76.5,0
SPN,United States,2019,,5,?,Mk-41 VLS,naval SAM system,0,,,New,For 5 F-110 frigates produced in Spain,20,100,0
SPN,United States,2006,,1,,Mk-41 VLS,naval SAM system,1,,2012,New,For 1 De Bazan destroyer produced in Spain,20,20,20
SPN,United States,2021,?,30,,Mk-54 LWT,ASW torpedo,0,,,New,EUR50 m deal; for 5 F-110 frigates produced in Spain,0.5,15,0
SPN,United States,2016,,4,,MQ-9 Reaper,armed UAV,4,,2019; 2020,New,EUR158-161 m deal; incl for ASW; Spanish designation NR.05,7.5,30,30
SPN,United States,2023,?,4,?,Patriot Configuration-3,SAM system,0,,,New,Delivery planned from 2025,55,220,0
SPN,United States,2015,?,2,,S-70 Black Hawk,transport helicopter,2,,2017; 2018,Second hand but modernized,Second-hand SH-60F ASW version modified to transport version before delivery; EUR40 m deal; Spanish designation HT-23,4.79,9.57,9.57
SPN,United States,2017,,2,,S-70 Black Hawk,transport helicopter,2,,2021,Second hand but modernized,Second-hand SH-60F ASW version modified to transport version before delivery,4.79,9.57,9.57
SPN,United States,2019,?,2,,S-70 Black Hawk,transport helicopter,0,,,Second hand but modernized,Second-hand SH-60F ASW version modified to transport version before delivery; EUR36 m deal; delivery planned by 2025,4.79,9.57,0
SPN,United States,2018,?,2,?,S-70 Black Hawk,transport helicopter,2,,2022,Second hand,Second-hand SH-60F ASW version modified to transport version before delivery,2.9,5.8,5.8
SPN,United States,2006,?,94,,RIM-66B Standard-1MR,SAM,94,,2013,New,EUR26 m deal; SM-1 Block-4B version for Perry (Santa Maria) frigates,0.25,23.5,23.5
SPN,United States,2002,?,29,,Standard Missile-2MR,SAM,29,?,2006; 2007,New,$29 m deal; SM-2 Block-3A version; for De Bazan (F-100) frigates,0.3,8.7,8.7
SPN,United States,2007,?,36,,Standard Missile-2MR,SAM,36,?,2009,New,$63 m deal; SM-2 Block-3B version; for De Bazan (F-100) frigates,0.3,10.8,10.8
SPN,United States,2005,,1,,SPY-1F,air search radar,1,,2012,New,Part of $550 m deal; for 1 De Bazan (F-100) frigate produced in Spain,20,20,20
SPN,United States,2019,,6,,AN/SPY-7,air search radar,0,,,New,For 5 F-110 frigates produced in Spain and 1 land-based training site,0,0,0
SPN,United States,2009,?,1000,?,BGM-71 TOW,anti-tank missile,1000,?,2009,New,,0.01,10,10
SPN,United States,2002,,400,?,BGM-71F TOW-2B,anti-tank missile,400,?,2003; 2004,New,Part of $52 m deal; TOW-2A/TOW-2B version,0.02,8,8
SRI,Australia,2014,?,2,,Bay,patrol craft,2,,2014,Second hand,Second-hand; aid,2.6,5.2,5.2
SRI,China,2007,?,2,,CJ-6,trainer aircraft,2,,2008,New,,0.19,0.38,0.38
SRI,China,2016,,6,,CJ-6,trainer aircraft,6,,2018,New,PT-6 version,0.19,1.14,1.14
SRI,China,2007,?,4,?,F-7MG,fighter aircraft,4,?,2008,New,Possibly aid; F-7GS version; no. may be 6,12.5,50,50
SRI,China,2016,,1,,Type-053H2G/Jiangwei-1,frigate,1,,2019,Second hand but modernized,Second-hand but modernized before delivery (incl removal of SAM system); RMB120 m deal,59.4,59.4,59.4
SRI,China,2007,?,1,,JY-11,air search radar,1,?,2007,New,Mainly for use against LTTE rebels,7.5,7.5,7.5
SRI,China,2004,?,3,,K-8,trainer/combat aircraft,3,,2005,New,,3.5,10.5,10.5
