Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
TUN,France,1976,,54,,FL-12 105mm,tank turret,54,,1979,New,For 54 SK-105 tanks from Austria,0.5,27,27
TUN,France,1962,?,3,,Flamant,light transport aircraft,3,,1963,Second hand,Second-hand; aid,0.32,0.96,0.96
TUN,France,1958,?,10,?,M-8 Greyhound,armoured car,10,?,1960,Second hand,Supplier uncertain; probably Second-hand,0.08,0.76,0.76
TUN,France,1981,?,100,?,MILAN,anti-tank missile,100,?,1981,New,,0.01,1,1
TUN,France,1960,?,30,?,Model-50 155mm,towed gun,30,?,1960,New,,0.75,22.5,22.5
TUN,France,1973,,1,,P-48,patrol craft,1,,1975,New,Tunesian designation Bizerte Class,11,11,11
TUN,France,1968,,2,,P-48,patrol craft,2,,1970,New,Tunesian designation Bizerte,11,22,22
TUN,France,1986,?,2,?,DRPT-5 Rasit,ground surv radar,2,?,1987,New,,0.1,0.2,0.2
TUN,France,1960,?,2,,SA-313B Alouette-2,light helicopter,2,,1961,New,,0.7,1.4,1.4
TUN,France,1964,?,6,,SA-313B Alouette-2,light helicopter,6,,1964,New,SA-318C version,0.7,4.2,4.2
TUN,France,1977,?,2,,SA-316B Alouette-3,light helicopter,2,?,1978,New,,0.9,1.8,1.8
TUN,France,1967,?,6,,SA-316B Alouette-3,light helicopter,6,,1968,New,,0.9,5.4,5.4
TUN,France,1974,?,1,?,SA-330 Puma,helicopter,1,?,1974,New,,6,6,6
TUN,France,1990,?,5,?,SA-342 Gazelle,light helicopter,5,?,1990,New,Status uncertain; number could be up to 8,0.85,4.25,4.25
TUN,France,1973,,16,?,SS-12M,anti-ship missile,16,?,1975,New,For P-48 Type FAC,0.02,0.32,0.32
TUN,France,1968,,30,?,SS-12M,anti-ship missile,30,?,1970,New,For P-48 Type FAC,0.02,0.6,0.6
TUN,France,1962,,12,,T-6 Texan,trainer aircraft,12,,1963,Second hand,Second-hand; incl for combat role,0.1,1.2,1.2
TUN,France,1981,?,4,,TRS-2100 Tiger-S,air search radar,4,?,1981; 1982,New,Part of $65 m deal for civil-military air search/air-traffic control system,4.75,19,19
TUN,France,1981,?,2,,TRS-2215/2230,air search radar,2,?,1982,New,TRS-2215 version,13.5,27,27
TUN,France,1959,,2,,VC,patrol craft,2,,1959; 1961,New,Second-hand (but only 2-4 years old),4.5,9,9
TUN,France,1963,?,1,,VC,patrol craft,1,,1963,New,,4.5,4.5,4.5
TUN,France,1966,?,1,,VC,patrol craft,1,,1967,New,,4.5,4.5,4.5
TUN,France,1982,?,10,?,VXB-170,APC,10,?,1982,New,For police,0.3,3,3
TUN,Germany,1992,,4,,Kondor,minesweeper,4,,1992,Second hand,Former GDR equipment; part of deal worth $5.4 m; Tunesian desgnation Ras el Blais Class; for use as patrol craft,6,24,24
TUN,Germany,1969,?,1,,PC-1604,patrol craft,1,,1969,Second hand,Second-hand,6,6,6
TUN,Germany,1981,?,12,?,ship engine,ship engine,12,,1985,New,MTU-20V-538-TB93 (4685hp) diesel engine; for 3 Combattante-3M Type FAC from France,1.2,14.4,14.4
TUN,Italy,1971,?,1,?,AL-60,light transport aircraft,1,?,1971,New,,0.24,0.24,0.24
TUN,Italy,1990,?,4,?,Bell-412,helicopter,4,?,1991,New,AB-412 version,5,20,20
TUN,Italy,1965,,8,,MB-326B,trainer/combat aircraft,8,,1965,New,,2.1,16.8,16.8
TUN,Italy,1976,?,12,,MB-326K,ground attack aircraft,12,,1977,New,Incl 4 MB-326LT armed trainer and 8 MB-326KT version,2.6,31.2,31.2
TUN,Italy,1980,?,4,,S-208,light aircraft,4,,1981,New,S-208A version,0.16,0.64,0.64
TUN,Italy,1977,,9,,SF-260,trainer aircraft,9,,1978,New,SF-260CT version,0.24,2.16,2.16
TUN,Italy,1974,,12,,SF-260,trainer aircraft,12,,1975,New,$2.4 m deal; SF-260WT armed version,0.24,2.88,2.88
TUN,Italy,1979,,120,,Type-6614,APC,120,?,1980,New,,0.18,21.6,21.6
TUN,Italy,1979,,18,,Bell-205/UH-1D,helicopter,18,,1979; 1980,New,$24 m deal; AB-205 version,2.2,39.6,39.6
TUN,Sweden,1979,,12,,Giraffe-40,air search radar,12,?,1980; 1981,New,$11.4 m deal,3.25,39,39
TUN,Sweden,1979,,300,?,RBS-70,portable SAM,300,?,1980; 1981,New,$30 m deal (incl 60 launchers); ordered via Singapore,0.08,24,24
TUN,Sweden,1959,?,14,?,Saab-91 Safir,trainer aircraft,14,?,1960,New,Deal incl Swedish aid in establishing Tunesian air force,0.17,2.38,2.38
TUN,United Kingdom,1965,?,20,?,Saladin,armoured car,20,?,1965,New,,0.7,14,14
TUN,United Kingdom,1976,?,12,?,Viper,turbojet,12,?,1977,New,For 12 MB-326KT/MB-326LT combat and trainer aircraft from Italy; probably from Italian production line,0.4,4.8,4.8
TUN,United Kingdom,1965,,8,,Viper,turbojet,8,,1965,New,For 8 MB-326B trainer aircraft from Italy; probably produced in Italy,0.4,3.2,3.2
TUN,United Kingdom,1976,?,12,,Viper,turbojet,12,,1977,New,For12  MB-326LT/KT trainer/combat aircraft from Italy; probably assembled/produced in Italy,0.4,4.8,4.8
TUN,United Kingdom,1975,,2,,Vosper-103,patrol craft,2,,1977,New,Tunisian designation Tazarka,5.25,10.5,10.5
TUN,United States,1984,,2,,C-130H Hercules,transport aircraft,2,?,1987,New,,28,56,56
TUN,United States,1973,?,1,,Cannon,frigate,1,,1973,Second hand,Second-hand,13.54,13.54,13.54
TUN,United States,1981,?,14,?,Commando V-150,APC,14,?,1981,New,Supplier uncertain,0.2,2.8,2.8
TUN,United States,1992,,1,,Conrad,survey ship,1,,1992,Second hand,Second-hand; aid; Tunesian designation Salammbo; mainly for use as training ship,8,8,8
TUN,United States,1982,,12,,F-5E Tiger-2,FGA aircraft,12,?,1984; 1985,New,Deal worth $200 m; incl 4 F-5F version,10.5,126,126
TUN,United States,1989,,4,,F-5E Tiger-2,FGA aircraft,4,,1989,Second hand,Second-hand,4.2,16.8,16.8
TUN,United States,1968,?,12,,F-86 Sabre,fighter aircraft,12,,1969,Second hand,Second-hand,1.4,16.8,16.8
TUN,United States,1981,?,10,?,M-101A1 105mm,towed gun,10,?,1981,Second hand,Probably Second-hand; no. could be 48,0.18,1.8,1.8
TUN,United States,1968,?,10,?,M-108 105mm,self-propelled gun,10,?,1968,Second hand,Second-hand,0.36,3.6,3.6
TUN,United States,1978,,80,,M-113,APC,80,?,1979; 1980; 1981,New,Part of $23 m deal; M-113A1 version (incl 20 M-577A1 command post version),0.25,20,20
TUN,United States,1973,?,30,?,M-113,APC,30,?,1974,New,M-113A1 version,0.25,7.5,7.5
TUN,United States,1965,?,30,?,M-114 155mm,towed gun,30,?,1965,Second hand,Second-hand,0.2,6,6
TUN,United States,1986,,57,,M-198 155mm,towed gun,57,?,1988; 1989,New,Deal worth $60 m incl 70 trucks; ammunition; spares and support equipment,0.85,48.45,48.45
TUN,United States,1958,?,12,,M-41 Walker Bulldog,light tank,12,,1960,Second hand,Second-hand,0.44,5.28,5.28
TUN,United States,1967,?,8,,M-42 Duster,self-propelled AA gun,8,,1968,Second hand,Second-hand; aid,0.48,3.84,3.84
TUN,United States,1972,?,8,,M-42 Duster,self-propelled AA gun,8,,1972,Second hand,Second-hand; aid,0.48,3.84,3.84
TUN,United States,1973,,14,,M-48A3 Patton,tank,14,,1973,Second hand,Supplier uncertain; probably Second-hand,0.6,8.4,8.4
TUN,United States,1978,,14,,M-48A5 Patton,tank,14,,1978,Second hand,Supplier uncertain; probably Second-hand,0.7,9.8,9.8
TUN,United States,1981,,54,,M-60A3 Patton-2,tank,54,?,1983; 1984,New,$92 m deal,2.1,113.4,113.4
TUN,United States,1982,?,6,,M-88,ARV,6,?,1984,New,M-88A1 version,1.5,9,9
TUN,United States,1980,,311,,MIM-72C Chaparral,SAM,311,?,1982; 1983,New,$24 m deal; MIM-72F version,0.11,34.21,34.21
TUN,United States,1977,,354,,MIM-72C Chaparral,SAM,354,?,1979,New,$11.3 m deal (incl 26 M-48 Chaparral launchers),0.11,38.94,38.94
TUN,United States,1968,?,25,?,Mk-44,ASW torpedo,25,?,1968,New,,0.15,3.75,3.75
TUN,United States,1978,,454,,BGM-71 TOW,anti-tank missile,454,?,1981; 1982,New,Part of $23 m deal,0.01,4.54,4.54
TUN,United States,1975,?,4,?,Bell-205/UH-1H,helicopter,4,?,1976,New,,2.62,10.48,10.48
TUN,United States,1980,,6,,Bell-205/UH-1H,helicopter,6,,1980,New,Deal worth $7.4 m; 'MAP' aid; possibly Second-hand; delivered in response to Libyan-sponsored guerrilla in Tunesia,2.62,15.72,15.72
TUN,United States,1982,,42,?,vehicle engine,vehicle engine,42,?,1983,New,Detroit Diesel 6V-53T (275hp) diesel engine for 42 EE-11 APC and EE-9 armoured cars from Brazil,0.03,1.26,1.26
UGA,Canada,1965,,1,,DHC-4 Caribou,transport aircraft,1,,1966,New,For police,3.75,3.75,3.75
UGA,Canada,1969,?,1,,DHC-6 Twin Otter,transport aircraft,1,,1970,New,For police; DHC-6-100 version,2.5,2.5,2.5
UGA,Czechoslovakia,1965,?,14,,L-29 Delfin,trainer aircraft,14,?,1967; 1968; 1969,New,,1,14,14
UGA,Czechoslovakia,1965,?,2,,MiG-15UTI,trainer aircraft,2,,1966,Second hand,Second-hand; aid,1.2,2.4,2.4
UGA,Czechoslovakia,1965,,5,,MiG-17,fighter aircraft,5,,1966,Second hand,Second-hand; aid,1.4,7,7
UGA,Czechoslovakia,1967,?,36,?,OT-64A,APC,36,?,1968,New,,0.3,10.8,10.8
UGA,Germany,1962,?,10,?,P-149D,light aircraft,10,?,1964,Second hand,Second-hand; aid,0.08,0.76,0.76
UGA,Israel,1965,?,1,,C-47 Skytrain,transport aircraft,1,,1966,Second hand,Second-hand,1,1,1
UGA,Israel,1967,?,5,?,C-47 Skytrain,transport aircraft,5,?,1969,Second hand,Second-hand,1,5,5
UGA,Israel,1964,?,2,,CM-170 Magister,trainer aircraft,2,,1964,New,,1,2,2
UGA,Israel,1964,?,10,,CM-170 Magister,trainer aircraft,10,,1968,New,,1,10,10
UGA,Israel,1969,?,12,,M-4 Sherman,tank,12,,1969,Second hand,Second-hand,0.34,4.03,4.03
UGA,Israel,1966,?,16,,PA-18 Super Cup,light aircraft,16,,1967,Second hand,Second-hand,0.02,0.38,0.38
UGA,Italy,1971,?,3,,Bell-206/OH-58,light helicopter,3,,1973,New,AB-206A (Bell-206A) version,0.7,2.1,2.1
UGA,Italy,1982,,6,,Bell-412,helicopter,6,?,1985; 1989,New,AB-412SP version,5,30,30
UGA,Italy,1987,,3,,SF-260,trainer aircraft,3,,1988,New,SF-260W armed version,0.24,0.72,0.72
UGA,Italy,1972,?,5,,Bell-205/UH-1D,helicopter,5,,1973,New,AB-205 version,2.2,11,11
UGA,North Korea,1987,?,10,,BM-21 Grad 122mm,self-propelled MRL,10,,1987,New,BM-11 version,0.6,6,6
UGA,North Korea,1987,?,14,?,BTR-152,APC,14,?,1987,Second hand,Second-hand; designation uncertain (reported as 'armoured cars'),0.05,0.73,0.73
UGA,North Korea,1987,?,100,?,Strela-2,portable SAM,100,?,1987,New,,0.04,4,4
UGA,Libya,1986,?,3,,Bell-206/OH-58,light helicopter,3,,1987,Second hand,Second-hand; AB-206A (Bell-206A) version,0.28,0.84,0.84
UGA,Libya,1986,?,3,,L-39Z Albatros,trainer/combat aircraft,3,,1987,Second hand,Second-hand; L-39ZA version,2,6,6
UGA,Libya,1975,?,20,?,M-30 122mm,towed gun,20,?,1975,Second hand,Probably ex-Lybian,0.18,3.6,3.6
UGA,Libya,1987,,2,?,SF-260,trainer aircraft,2,,1987,Second hand,Second-hand; aid; SF-260W armed version,0.1,0.19,0.19
UGA,Libya,1976,?,10,?,T-34-85,tank,10,?,1976,Second hand,Supplier uncertain; second-hand,0.38,3.8,3.8
UGA,Switzerland,1977,,6,,AS-202 Bravo,trainer aircraft,6,,1977,New,AS-202/19A1 version,0.15,0.9,0.9
UGA,United Kingdom,1982,,1,,Bell-47/OH-13,light helicopter,1,,1982,Second hand,Second-hand; for police; Bell-47G/Sioux AH-1 version,0.1,0.1,0.1
UGA,United Kingdom,1963,?,15,,Ferret,APV,15,,1965,Second hand,Probably second-hand,0.05,0.72,0.72
UGA,United Kingdom,1964,,2,,Scout,light helicopter,2,,1966,New,For police,0.8,1.6,1.6
UGA,United States,1982,?,3,,Bell-206/OH-58,light helicopter,3,?,1982,New,Bell-206B version,0.7,2.1,2.1
UGA,United States,1967,?,4,,Bell-206/OH-58,light helicopter,4,?,1969,New,For police; Bell-206A version,0.7,2.8,2.8
UGA,United States,1970,?,4,,Bell-212/UH-1N,helicopter,4,,1972,New,For police,3.7,14.8,14.8
UGA,United States,1981,?,3,,Bell-214,helicopter,3,?,1982,New,,4,12,12
UGA,United States,1965,?,1,,PA-23 Aztec,light aircraft,1,,1966,New,,0.35,0.35,0.35
UGA,United States,1970,,3,,Bell-205/UH-1H,helicopter,3,?,1971; 1972,New,For police; Bell-205A-1 version,2.62,7.86,7.86
UGA,Soviet Union,1976,?,10,?,BM-21 Grad 122mm,self-propelled MRL,10,?,1977,New,,0.6,6,6
UGA,Soviet Union,1971,?,62,?,BRDM-1,reconnaissance AV,62,,1973,Second hand,Second-hand,0.05,2.98,2.98
UGA,Soviet Union,1973,,36,,BRDM-1,reconnaissance AV,36,,1974,Second hand,Second-hand,0.05,1.73,1.73
UGA,Soviet Union,1974,?,100,?,BRDM-2,reconnaissance AV,100,?,1975,New,,0.15,15,15
UGA,Soviet Union,1968,,10,,BTR-152,APC,10,?,1968; 1969; 1970,Second hand,Second-hand,0.05,0.52,0.52
UGA,Soviet Union,1973,,50,?,BTR-152,APC,50,?,1973; 1974; 1975,Second hand,Second-hand,0.05,2.6,2.6
UGA,Soviet Union,1968,?,10,?,BTR-40,APC,10,?,1968; 1969; 1970,Second hand,Second-hand,0.05,0.48,0.48
UGA,Soviet Union,1973,,50,?,BTR-40,APC,50,?,1973; 1974; 1975,Second hand,Second-hand,0.05,2.4,2.4
UGA,Soviet Union,1974,?,75,?,K-13A,SRAAM,75,?,1975,New,For MiG-21F combat aicraft,0.04,3,3
UGA,Soviet Union,1974,?,200,?,Malyutka,anti-tank missile,200,?,1975,New,For BRDM-2 tank destroyers,0.01,2,2
UGA,Soviet Union,1987,?,6,?,Mi-8T,transport helicopter,6,?,1987,Second hand,Second-hand,2.4,14.4,14.4
UGA,Soviet Union,1975,?,2,?,Mi-8T,transport helicopter,2,,1975,New,,6,12,12
UGA,Soviet Union,1972,,14,?,MiG-17,fighter aircraft,14,?,1974,Second hand,Second-hand; MiG-17F version; partly financed by Libya,1.4,19.6,19.6
UGA,Soviet Union,1974,?,12,,MiG-21MF,fighter aircraft,12,,1975,Second hand,Probably second-hand; financed by Libya and other Arab states,4.28,51.36,51.36
UGA,Soviet Union,1976,,7,?,MiG-21MF,fighter aircraft,7,?,1976,Second hand,Second-hand,4.28,29.96,29.96
UGA,Soviet Union,1973,?,50,?,PT-76,light tank,50,?,1974; 1975,New,Possibly second-hand,0.9,45,45
UGA,Soviet Union,1973,?,100,?,Strela-2,portable SAM,100,?,1975,New,,0.04,4,4
UGA,Soviet Union,1974,,16,,T-54,tank,16,,1975,Second hand,Probably second-hand,0.44,7.04,7.04
UKG,Australia,1977,,77,?,Ikara,ASW missile,77,?,1977; 1978; 1979; 1980; 1981; 1982,New,Ikara-2 version; produced in UK,0.6,46.2,46.2
UKG,Australia,1970,?,600,?,Ikara,ASW missile,600,?,1973; 1974; 1975; 1976; 1977,New,,0.6,360,360
UKG,Australia,1960,,400,,Malkara-1,anti-tank missile,400,?,1961; 1962,New,GBP1 m deal; for Hornet tank-destroyer,0.01,4,4
UKG,Australia,1955,?,1,,Tide,replenishment ship,1,,1955,New,Australian designation Supply; built for Australia but after completion in 1955 on loan to UK until 1962,125,125,125
UKG,Brazil,1985,,130,,EMB-312 Tucano,trainer aircraft,130,?,1987; 1988; 1989; 1990; 1991; 1992; 1993,New,$145-150 m deal; produced under licence in UK; UK designation Tucano T-1; option on 15 more not used,1.9,247,247
UKG,Canada,1963,,100,?,CL-89,UAV,100,?,1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981,New,,0.2,20,20
UKG,Canada,1952,?,45,?,DHC-2 Beaver,light transport aircraft,45,?,1952; 1953; 1954; 1955,New,UK designation Beaver AL-1,0.38,17.1,17.1
UKG,DR Congo,1978,?,1,,Jetstream,light transport aircraft,1,,1979,Second hand,Second-hand; modified in UK to Jetstream T-2 for training,0.8,0.8,0.8
UKG,Fiji,1984,,1,,BAC-1-11,transport aircraft,1,,1984,Second hand,Second-hand; for training,10,10,10
UKG,France,1962,?,500,?,AS-12,anti-ship missile/ASM,500,?,1963; 1964; 1965; 1966,New,For Wasp and Wessex helicopters,0.02,10,10
UKG,France,1962,,1000,?,AS-30,ASM,1000,?,1964; 1965; 1966; 1967; 1968; 1969,New,For Canberra combat aircraft,0.15,150,150
UKG,France,1957,?,2,?,Comet-1A,transport aircraft,2,?,1957,Second hand,Second-hand,7,14,14
UKG,France,1971,,300,,MM-38 Exocet,anti-ship missile,300,?,1973; 1974; 1975; 1976; 1977; 1979; 1980; 1982; 1983,New,$168 m deal; 17% of components produced in UK,0.75,225,225
UKG,France,1991,,44,,FLASH,ASW sonar,44,?,1998; 1999; 2000; 2001; 2002,New,Sonar-2089 or AQS-950 version; for EH-101 ASW helicopters produced in UK,2,88,88
UKG,France,1978,?,1,,Jetstream,light transport aircraft,1,?,1979,Second hand,Second-hand; modified in UK to Jetstream T-2 for training,0.8,0.8,0.8
UKG,France,1976,,18000,?,MILAN,anti-tank missile,18000,?,1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,New,Incl MILAN-2 version; ordered from French-FRG Euromissile company; most produced in UK (offsets incl production for export via Euromissile until 1991),0.01,180,180
UKG,France,1957,?,17,?,SA-313B Alouette-2,light helicopter,17,?,1957; 1958; 1959,New,UK designation Alouette AH-1 and AH-2,0.7,11.9,11.9
UKG,France,1967,,40,,SA-330 Puma,helicopter,40,?,1969; 1970; 1971; 1972,New,SA-330E version; produced under licence in UK as Puma HC-1 (as part of 'Anglo-French Helicopter Agreement' for joint production and development of helicopters),6,240,240
UKG,France,1979,?,8,,SA-330 Puma,helicopter,8,?,1980,New,GBP13 m deal; SA-330E version; produced under licence in UK as Puma HC-1,6,48,48
UKG,France,1980,?,1,,SA-330 Puma,helicopter,1,,1981,New,SA-330E version; produced under licence in UK as Puma HC-1,6,6,6
UKG,France,1968,,203,,SA-341 Gazelle,light helicopter,203,?,1973; 1974; 1975; 1976; 1977; 1978,New,Produced under licence in UK (as part of 'Anglo-French Helicopter Agreement' for joint production and development of helicopters); UK designation Gazelle AH-1; Gazelle HT-2; Gazelle HT-3 and Gazelle HCC-4,0.8,162.4,162.4
UKG,France,1961,?,1000,?,SS-11,anti-tank missile,1000,?,1962; 1963; 1964; 1965; 1966,New,AS-11 version for Wessex and Whirlwind helicopters,0.01,10,10
UKG,Germany,1976,,18000,?,MILAN,anti-tank missile,18000,?,1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,New,Incl MILAN-2 version; ordered from French-FRG Euromissile company; most produced in UK (offsets incl production for export via Euromissile until 1991),0.01,180,180
UKG,Germany,1992,?,2,,Osa,mobile SAM system,2,?,1992,Second hand,Second-hand; for training,4,8,8
UKG,Germany,1990,,11,,Tpz-1 Fuchs,APC,11,,1990,Second hand,Second-hand; NBC reconnaissance version; aid during Gulf War,0.14,1.54,1.54
UKG,Italy,1986,?,2,,A-109,light helicopter,2,?,1987,New,,1.2,2.4,2.4
UKG,Italy,1964,,300,?,Bell-47/OH-13,light helicopter,300,?,1964; 1965; 1966; 1967; 1968; 1969,New,Bell-47G-3B and Bell-47G-3B-1S version; most assembled from kits in UK; UK designation Sioux AH-Mk-1,0.24,72,72
UKG,Italy,1980,?,3,,Compact 76mm,naval gun,3,,1984,New,For 3 Peacock OPV produced in UK,2.5,7.5,7.5
UKG,Italy,1960,?,60,?,Model-56 105mm,towed gun,60,?,1961; 1962; 1963,New,UK designation L-5,0.45,27,27
UKG,Italy,1970,?,16,,Orion RTN-10X,fire control radar,16,?,1973; 1974; 1975; 1976; 1977,New,For 8 Amazon (Type-21) frigates produced in UK; for use with Sea Cat SAM; UK designation Type-912,2.25,36,36
UKG,Malaysia,1987,?,1,?,Falcon-20,light transport aircraft,1,?,1987,Second hand,Second-hand; owned and operated by civilian company for EW training and target-towing for UK armed forces,2.92,2.92,2.92
UKG,Netherlands,1985,,13,,Goalkeeper,naval gun,13,?,1987; 1988; 1989,New,For modernization of 2 Invincible aircraft carriers and 4 Broadsword (Cornwall) frigates produced in UK,10,130,130
UKG,Netherlands,1967,?,13,,LW-08,air search radar,13,?,1985; 1986; 1987; 1988,New,For modernization of 12 Sheffield destroyers; UK designation Type-1022,9.5,123.5,123.5
UKG,Norway,1991,,1,,Polar Circle,icebreaker/OPV,1,,1991,New,Lease (until bought 1992); for use as Antarctic patrol/research ship,65,65,65
UKG,New Zealand,1974,,3,,CT-4 Airtrainer,trainer aircraft,3,,1974,New,For use in Hong Kong,0.15,0.45,0.45
UKG,Sweden,1978,,40,?,Bloodhound-2,SAM,40,?,1979,Second hand,Second-hand,0.18,7.2,7.2
UKG,Sweden,1985,,1,,Oktania,replenishment tanker,1,,1986,New,Second-hand (but only 4 year old); bought by UK company for lease to UK navy; modified to oiler in UK; UK designation Oakleaf,65,65,65
UKG,Switzerland,1964,?,3,,ship engine,ship engine,3,,1966; 1967,New,RD-76 (11520hp) diesel engine; for 3 Ness supply ships produced in UK,4,12,12
UKG,United States,1951,?,55,?,AD-4W Skyraider,AEW aircraft,55,?,1952,New,'MDAP' aid; UK designation Skyraider AEW-1,5,275,275
UKG,United States,1962,?,2500,?,AGM-12B Bullpup,ASM,2500,?,1963; 1964; 1965; 1966; 1967; 1968; 1969,New,AGM-12B Bullpup-A version; for Scimitar; Sea Vixen and Buccaneer combat aircraft; incl production of components in UK as part of European production line for AGM-12B (with assembly in Norway),0.1,250,250
UKG,United States,1982,,10,?,AGM-45A Shrike,anti-radar missile,10,?,1982,New,Second-hand; for use against Argentine radars on Falklands in 1982 Falklands War,0.15,1.5,1.5
UKG,United States,1992,,224,?,AIM-120B AMRAAM,BVRAAM,224,?,1995; 1996,New,GBP50 m deal; for Sea Harrier FRS-2 combat aircraft,0.4,89.6,89.6
UKG,United States,1967,?,1912,?,AIM-7E Sparrow,BVRAAM,1912,?,1971; 1972; 1973; 1974; 1975,New,For F-4K and F-4M combat aircraft,0.15,286.8,286.8
UKG,United States,1958,?,1000,?,AIM-9B Sidewinder,SRAAM,1000,?,1958; 1959; 1960; 1961; 1962; 1963,New,For Scimitar combat aircraft,0.04,40,40
UKG,United States,1977,,1709,?,AIM-9D Sidewinder,SRAAM,1709,?,1977; 1978; 1979; 1980; 1981; 1982,New,$190 m deal; AIM-9G version; probably incl some from FRG production line,0.07,119.63,119.63
UKG,United States,1965,?,600,?,AIM-9D Sidewinder,SRAAM,600,?,1965; 1966; 1967,New,For Scimitar combat aircraft,0.07,42,42
UKG,United States,1982,,110,,AIM-9L Sidewinder,SRAAM,110,,1982,New,For Sea Harrier combat aircraft; for use in Falklands War,0.11,12.1,12.1
UKG,United States,1990,,220,,AIM-9M Sidewinder,SRAAM,220,?,1991; 1992; 1993,New,$23 m deal,0.12,26.4,26.4
UKG,United States,1985,,130,?,aircraft engine,aircraft engine,130,?,1987; 1988; 1989; 1990; 1991; 1992; 1993,New,Garrett TPE-331-12B (1150hp) turboprop for 130 EMB-312 (Tucano T-1) trainer aircraft from Brazil; incl production of 50% components in UK,0.5,65,65
UKG,United States,1953,?,63,?,APQ-43,combat aircraft radar,63,?,1956; 1957,New,'MDAP' aid; for 63 Javelin FAW-2 and FAW-6 combat aircraft produced in UK; UK designation AI-22,0.75,47.25,47.25
UKG,United States,1951,?,100,?,APS-21,combat aircraft radar,100,?,1953; 1954,New,For 100 Meteor NF-11 combat aircraft produced in UK,0.25,25,25
UKG,United States,1952,?,400,?,APS-57,combat aircraft radar,400,?,1953; 1954; 1955; 1956; 1957; 1958,New,For Venom NF-2 and Sea Venom FAW-21 and FAW-22 combat aircraft produced in UK; produced under licence in UK as AI-21,0.75,300,300
UKG,United States,1952,,100,,TBM-3S Avenger,ASW aircraft,100,,1953,Second hand,Second-hand; 'MDAP' aid; UK designation Avenger AS-4,0.92,92,92
UKG,United States,1949,,87,,B-29 Superfortress,bomber aircraft,87,?,1950; 1951; 1952,Second hand,Second-hand; UK designation Washington B-1; 'MDAP' aid; incl 3 RB-29A reconnaissance version for modification to ELINT aircraft,3.6,313.2,313.2
UKG,United States,1965,?,66,,C-130H Hercules,transport aircraft,66,,1966; 1967; 1968,New,C-130K version; UK designation Hercules C-1,28,1848,1848
UKG,United States,1990,,15,,C-130J Hercules,transport aircraft,15,?,1999; 2000; 2001,New,Part of $1.56 b deal (offsets 100%); C-130J-30 version; UK designation Hercules C-4,40,600,600
UKG,United States,1978,,33,,CH-47C Chinook,transport helicopter,33,?,1980; 1981; 1982,New,GBP288 m deal (offsets 10-25% incl production of components in UK); UK designation Chinook HC-1,15,495,495
UKG,United States,1983,,5,,CH-47C Chinook,transport helicopter,5,?,1985; 1986,New,UK designation Chinook HC-1,15,75,75
UKG,United States,1982,,3,,CH-47C Chinook,transport helicopter,3,,1984,New,Replacing losses in 1982 Falklands War; UK designation Chinook HC-1,15,45,45
UKG,United States,1975,?,89,,Sea King/Commando,transport helicopter,89,?,1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986,New,Sea King HU-4 and HC-4 (Commando mk-1/2) version,5.15,458.35,458.35
UKG,United States,1954,,113,,MGM-5 Corporal,SSM,113,?,1955; 1956,New,Corporal-2A version; for use with US nuclear warheads (under US control),0.75,84.75,84.75
UKG,United States,1954,,1,?,Corporal,SSM launcher,1,?,1955,New,,10,10,10
UKG,United States,1986,,6,,E-3A Sentry,AEW&C aircraft,6,,1991; 1992,New,$1.33 b deal (130% offsets); E-3D Sentry AEW Mk-1 version,250,1500,1500
UKG,United States,1987,,1,,E-3A Sentry,AEW&C aircraft,1,,1992,New,$120 m deal (130% offsets); option on 1 more not used; E-3D Sentry AEW Mk-1 version,250,250,250
UKG,United States,1982,,15,,F-4J Phantom-2,FGA aircraft,15,?,1984,Second hand but modernized,Second-hand; $138 m deal; modernized before delivery,12.03,180.38,180.38
UKG,United States,1964,,52,,F-4K/M Phantom-2,fighter aircraft,52,,1967; 1968; 1969,New,F-4K or Phantom FG-1 version; up to 50% of components produced in UK; incl 2 prototypes; incl for use on aircraft carriers,15,780,780
UKG,United States,1965,,118,,F-4K/M Phantom-2,fighter aircraft,118,,1968; 1969,New,F-4M of Phantom FGR-2 version; up to 50% of components produced in UK,15,1770,1770
UKG,United States,1952,,430,,F-86 Sabre,fighter aircraft,430,?,1952; 1953; 1954,New,Financed by USA 'MDAP' aid and Canada; CL-13 Sabre Mk-2 and Mk-4 (F-86E) version; from Canadian production line,3.5,1505,1505
UKG,United States,1983,?,10,,Falcon-20,light transport aircraft,10,,1985,Second hand,Second-hand; owned and operated by civilian company for EW training and target-towing for UK armed forces,2.92,29.2,29.2
UKG,United States,1987,?,1,?,Falcon-20,light transport aircraft,1,?,1987,Second hand,Second-hand; owned and operated by civilian company for EW training and target-towing for UK armed forces,2.92,2.92,2.92
